user_id,status_id,created_at,screen_name,text,source,name,location,description,followers_count,favourites_count,account_created_at
x331383958,x1425688317333413893,8/12/2021 5:19,SinarOnline,"Menteri Besar Negeri Sembilan meminta beberapa perkara perlu diperhalusi bagi mengelakkan penularan jangkitan lebih teruk melibatkan pelajar sekolah selain wujudnya kluster baharu.
#sinarharian 

https://t.co/JcG4nn8cuF",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425688059375276033,8/12/2021 5:18,SinarOnline,"Penutupan tersebut bagi melaksanakan kerja naik taraf persimpangan bertingkat di Lebuh Raya Sultan Iskandar, Jalan Tun Razak, Jalan Tun Ismail, Jalan Ipoh dan jalan-jalan di sekitar Kuala Lumpur.
#sinarharian 

https://t.co/D5ZCQy9XUi",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425685255789314054,8/12/2021 5:07,SinarOnline,"Speaker DUN Johor tangguhkan Mesyuarat Pertama Persidangan Keempat DUN Johor ke-14 pada Khamis bagi membolehkan penilaian berkaitan SOP persidangan dilakukan. #sinarharian

https://t.co/maVeumvpmT",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425684123490742276,8/12/2021 5:02,SinarOnline,"Ahmad Firdous ditidurkan sejak pukul 5 pagi bagi membolehkan paru-parunya berehat, kata abang iparnya, Shuib Sepahtu.
#sinarharian #COVID 

https://t.co/5i3O4nzswL",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425680091258920960,8/12/2021 4:46,SinarOnline,"Putri Aishah yang bakal berkahwin pada 30 Ogos ini mohon bantuan orang ramai cari keluarga Allayarham bapanya untuk jadi wali pernikahan.
#sinarharian 

https://t.co/YVUYuyRAvH",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425679973155631108,8/12/2021 4:46,SinarOnline,"Ibu hamil, menyusukan bayi dan OKU yang belum mendaftar di aplikasi MySejahtera dibenarkan terus ke PPV  bagi mendapatkan suntikan vaksin. #sinarharian #Covid19

https://t.co/yQKafvLgxP",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425679577901264896,8/12/2021 4:44,SinarOnline,"Parti komponen Perikatan Nasional (PN) akan terus memberi sokongan kepada Muhyiddin untuk menerajui kerajaan. - Ronald Kiandee
#sinarharian 

https://t.co/odoX9SAcWk",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425679529842905097,8/12/2021 4:44,SinarOnline,"Bantuan khas sekali bayar sehingga kini sudah menerima sebanyak 7,177 daripada 10, 197 permohonan.
#sinarharian

https://t.co/JVzIE8zh0T",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425675992043982850,8/12/2021 4:30,SinarOnline,"Kontrak niaga hadapan FBM KLCI di Bursa Malaysia Derivatives diniagakan rendah mengambil petunjuk daripada aliran menurun di pasaran tunai.
#sinarharian 

https://t.co/4j9j8LpGMM",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
x331383958,x1425675664741474304,8/12/2021 4:29,SinarOnline,"MIC mengesahkan sudah meminta satu mesyuarat Dewan Tertinggi BN diadakan dalam masa terdekat.
#sinarpremium

https://t.co/56s7EZ8iZr",Twitter Web App,SinarOnline,Malaysia,SINAR HARIAN versi Twitter memaparkan berita-berita dan rencana terpilih yang menarik dan berkualiti. DAPATKAN NASKHAH CETAK DI PASARAN. Sokongan anda dihargai.,756530,766,7/8/2011 2:51
